"Route_Path","File_Path","Methods","Auth_Model","Org_Scoping","Calls_Service","Purpose","Proxied_By_PROJEXA_Route"
"/api/erp/fixed-assets/[id]/schedule","C:\ct\ct\src\app\api\erp\fixed-assets\[id]\schedule\route.ts","GET","S (session only)","G400","erp-fixed-assets-service","listDepreciationSchedule","UNKNOWN"
"/api/erp/fixed-assets/[id]/submit","C:\ct\ct\src\app\api\erp\fixed-assets\[id]\submit\route.ts","POST","S (session only)","G400","permission-service;erp-fixed-assets-service","submitFixedAsset","UNKNOWN"
"/api/erp/fixed-assets/categories/[id]","C:\ct\ct\src\app\api\erp\fixed-assets\categories\[id]\route.ts","PATCH","S (session only)","G400","permission-service;erp-fixed-assets-service","updateAssetCategory","UNKNOWN"
"/api/erp/fixed-assets/categories","C:\ct\ct\src\app\api\erp\fixed-assets\categories\route.ts","GET,POST","S (session only)","G400","permission-service;erp-fixed-assets-service","listAssetCategories,createAssetCategory","UNKNOWN"
"/api/erp/fixed-assets/depreciation-runs","C:\ct\ct\src\app\api\erp\fixed-assets\depreciation-runs\route.ts","POST","S (session only)","G400","permission-service;erp-fixed-assets-service","runDepreciationBatch","UNKNOWN"
"/api/erp/fixed-assets","C:\ct\ct\src\app\api\erp\fixed-assets\route.ts","GET,POST","S (session only)","G400","permission-service;erp-fixed-assets-service","listFixedAssets,createFixedAsset","UNKNOWN"
"/api/erp/inventory/abc-classification","C:\ct\ct\src\app\api\erp\inventory\abc-classification\route.ts","GET,POST","S (session only)","G400","erp-inventory-planning-service;permission-service","listAbcClassifications,computeAbcClassification","UNKNOWN"
"/api/erp/inventory/cycle-count-lines/[id]/adjust","C:\ct\ct\src\app\api\erp\inventory\cycle-count-lines\[id]\adjust\route.ts","POST","S (session only)","G400","erp-inventory-planning-service","postCycleCountAdjustment","UNKNOWN"
"/api/erp/inventory/cycle-count-lines/[id]/count","C:\ct\ct\src\app\api\erp\inventory\cycle-count-lines\[id]\count\route.ts","POST","S (session only)","G400","erp-inventory-planning-service;permission-service","recordCycleCount","UNKNOWN"
"/api/erp/inventory/cycle-count-plans/[id]","C:\ct\ct\src\app\api\erp\inventory\cycle-count-plans\[id]\route.ts","GET","S (session only)","G400","erp-inventory-planning-service","getCycleCountPlan","UNKNOWN"
"/api/erp/inventory/cycle-count-plans","C:\ct\ct\src\app\api\erp\inventory\cycle-count-plans\route.ts","GET,POST","S (session only)","G400","erp-inventory-planning-service;permission-service","listCycleCountPlans,createCycleCountPlan","UNKNOWN"
"/api/erp/inventory/issues","C:\ct\ct\src\app\api\erp\inventory\issues\route.ts","POST","S (session only)","G400","erp-inventory-service;permission-service","recordStockIssue","UNKNOWN"
"/api/erp/inventory/ledger","C:\ct\ct\src\app\api\erp\inventory\ledger\route.ts","GET","S (session only)","NONE","erp-inventory-service","listStockLedger","UNKNOWN"
"/api/erp/inventory/receipts","C:\ct\ct\src\app\api\erp\inventory\receipts\route.ts","POST","S (session only)","G400","erp-inventory-service;permission-service","recordStockReceipt","UNKNOWN"
"/api/erp/inventory/reorder-levels","C:\ct\ct\src\app\api\erp\inventory\reorder-levels\route.ts","GET,POST","S (session only)","G400","erp-inventory-planning-service;permission-service","listReorderLevels,setReorderLevel","UNKNOWN"
"/api/erp/inventory/reorder-suggestions","C:\ct\ct\src\app\api\erp\inventory\reorder-suggestions\route.ts","GET","S (session only)","NONE","erp-inventory-planning-service","getReorderSuggestions","UNKNOWN"
"/api/erp/inventory/valuation","C:\ct\ct\src\app\api\erp\inventory\valuation\route.ts","GET","S (session only)","G400","erp-inventory-service","getItemValuation","UNKNOWN"
"/api/erp/journal-entries/[id]","C:\ct\ct\src\app\api\erp\journal-entries\[id]\route.ts","GET","S (session only)","G400","erp-accounting-service","getJournalEntry","UNKNOWN"
"/api/erp/journal-entries/[id]/submit","C:\ct\ct\src\app\api\erp\journal-entries\[id]\submit\route.ts","POST","S (session only)","G400","permission-service;erp-accounting-service","submitJournalEntry","UNKNOWN"
"/api/erp/journal-entries","C:\ct\ct\src\app\api\erp\journal-entries\route.ts","GET,POST","S (session only)","G400","permission-service;erp-accounting-service","listJournalEntries,createJournalEntry (draft only)","UNKNOWN"
"/api/erp/parties/[type]/[id]/addresses/[addressId]","C:\ct\ct\src\app\api\erp\parties\[type]\[id]\addresses\[addressId]\route.ts","DELETE","S (session only)","G400","erp-party-service","deleteAddress","UNKNOWN"
"/api/erp/parties/[type]/[id]/addresses","C:\ct\ct\src\app\api\erp\parties\[type]\[id]\addresses\route.ts","GET,POST","S (session only)","G400","erp-party-service","listAddresses,addAddress","UNKNOWN"
"/api/erp/parties/[type]/[id]/contacts/[contactId]","C:\ct\ct\src\app\api\erp\parties\[type]\[id]\contacts\[contactId]\route.ts","DELETE","S (session only)","G400","erp-party-service","deleteContact","UNKNOWN"
"/api/erp/parties/[type]/[id]/contacts","C:\ct\ct\src\app\api\erp\parties\[type]\[id]\contacts\route.ts","GET,POST","S (session only)","G400","erp-party-service","listContacts,addContact","UNKNOWN"
"/api/erp/payment-entries/[id]/audit-log","C:\ct\ct\src\app\api\erp\payment-entries\[id]\audit-log\route.ts","GET","S (session only)","NONE","erp-payment-entries-service","getPaymentEntryAuditTrail","UNKNOWN"
"/api/erp/payment-entries/[id]/cancel","C:\ct\ct\src\app\api\erp\payment-entries\[id]\cancel\route.ts","POST","S (session only)","G400","erp-payment-entries-service","cancelPaymentEntry","UNKNOWN"
"/api/erp/payment-entries/[id]/decide","C:\ct\ct\src\app\api\erp\payment-entries\[id]\decide\route.ts","POST","S (session only)","G400","erp-payment-entries-service","decidePaymentEntry","UNKNOWN"
"/api/erp/payment-entries/[id]","C:\ct\ct\src\app\api\erp\payment-entries\[id]\route.ts","GET","S (session only)","G400","erp-payment-entries-service","getPaymentEntry","UNKNOWN"
"/api/erp/payment-entries/[id]/submit","C:\ct\ct\src\app\api\erp\payment-entries\[id]\submit\route.ts","POST","S (session only)","G400","erp-payment-entries-service","submitPaymentEntry","UNKNOWN"
"/api/erp/payment-entries/pending-approvals","C:\ct\ct\src\app\api\erp\payment-entries\pending-approvals\route.ts","GET","S (session only)","NONE","erp-payment-entries-service","listPendingPaymentApprovals","UNKNOWN"
"/api/erp/payment-entries","C:\ct\ct\src\app\api\erp\payment-entries\route.ts","GET,POST","S (session only)","G400","erp-payment-entries-service","listPaymentEntries,createPaymentEntry","UNKNOWN"
"/api/erp/payroll/employees/[id]/income-tax-slab","C:\ct\ct\src\app\api\erp\payroll\employees\[id]\income-tax-slab\route.ts","POST","S (session only)","G400","erp-payroll-service","assignIncomeTaxSlab","UNKNOWN"
"/api/erp/payroll/employees/[id]/tax-exemptions","C:\ct\ct\src\app\api\erp\payroll\employees\[id]\tax-exemptions\route.ts","GET,POST","S (session only)","G400","erp-payroll-service","listEmployeeTaxExemptions,createEmployeeTaxExemption","UNKNOWN"
"/api/erp/payroll/income-tax-slabs","C:\ct\ct\src\app\api\erp\payroll\income-tax-slabs\route.ts","GET,POST","S (session only)","G400","erp-payroll-service","listIncomeTaxSlabs,createIncomeTaxSlab","UNKNOWN"
"/api/erp/payroll/payslips/[id]/finalize","C:\ct\ct\src\app\api\erp\payroll\payslips\[id]\finalize\route.ts","POST","S (session only)","G400","erp-payroll-service","finalizePayslip","UNKNOWN"
"/api/erp/payroll/payslips/[id]/tds","C:\ct\ct\src\app\api\erp\payroll\payslips\[id]\tds\route.ts","POST","S (session only)","G400","erp-payroll-service","updatePayslipTds","UNKNOWN"
"/api/erp/payroll/runs/[id]/payslips","C:\ct\ct\src\app\api\erp\payroll\runs\[id]\payslips\route.ts","GET","S (session only)","NONE","erp-payroll-service","listPayslips","UNKNOWN"
"/api/erp/payroll/runs/[id]/process","C:\ct\ct\src\app\api\erp\payroll\runs\[id]\process\route.ts","POST","S (session only)","G400","erp-payroll-service","processPayrollRun","UNKNOWN"
"/api/erp/payroll/runs","C:\ct\ct\src\app\api\erp\payroll\runs\route.ts","GET,POST","S (session only)","G400","erp-payroll-service","listPayrollRuns,createPayrollRun","UNKNOWN"
"/api/erp/payroll/salary-components","C:\ct\ct\src\app\api\erp\payroll\salary-components\route.ts","GET,POST","S (session only)","G400","erp-payroll-service","listSalaryComponents,createSalaryComponent","UNKNOWN"
"/api/erp/payroll/salary-structures","C:\ct\ct\src\app\api\erp\payroll\salary-structures\route.ts","GET,POST","S (session only)","G400","erp-payroll-service","listSalaryStructures,createSalaryStructure","UNKNOWN"
"/api/erp/payroll/statutory-rules","C:\ct\ct\src\app\api\erp\payroll\statutory-rules\route.ts","GET,POST","S (session only)","G400","erp-payroll-service","listStatutoryRules,createStatutoryRule","UNKNOWN"
"/api/erp/periods/[id]/checklist","C:\ct\ct\src\app\api\erp\periods\[id]\checklist\route.ts","GET,POST","S (session only)","G400","erp-financial-report-service","listChecklistItems,addChecklistItem","UNKNOWN"
"/api/erp/periods/[id]/close","C:\ct\ct\src\app\api\erp\periods\[id]\close\route.ts","POST","S (session only)","G400","permission-service;erp-financial-report-service","closePeriod","UNKNOWN"
"/api/erp/periods/[id]/reopen","C:\ct\ct\src\app\api\erp\periods\[id]\reopen\route.ts","POST","S (session only)","G400","permission-service;erp-financial-report-service","reopenPeriod","UNKNOWN"
"/api/erp/periods/[id]/sign-off","C:\ct\ct\src\app\api\erp\periods\[id]\sign-off\route.ts","POST","S (session only)","G400","permission-service;erp-financial-report-service","signOffPeriod","UNKNOWN"
"/api/erp/periods/checklist/[itemId]/complete","C:\ct\ct\src\app\api\erp\periods\checklist\[itemId]\complete\route.ts","POST","S (session only)","G400","permission-service;erp-financial-report-service","completeChecklistItem","UNKNOWN"
"/api/erp/periods/generate","C:\ct\ct\src\app\api\erp\periods\generate\route.ts","POST","S (session only)","G400","permission-service;erp-financial-report-service","generatePeriodsForFiscalYear","UNKNOWN"
"/api/erp/periods","C:\ct\ct\src\app\api\erp\periods\route.ts","GET","S (session only)","NONE","erp-financial-report-service","listPeriods","UNKNOWN"
"/api/erp/pricing-rules","C:\ct\ct\src\app\api\erp\pricing-rules\route.ts","GET,POST","S (session only)","G400","erp-invoicing-service","listPricingRules,createPricingRule","UNKNOWN"
"/api/erp/procurement/quotations","C:\ct\ct\src\app\api\erp\procurement\quotations\route.ts","GET,POST","S (session only)","G400","erp-procurement-workflow-service;permission-service","listSupplierQuotations,createSupplierQuotation","UNKNOWN"
"/api/erp/procurement/requisitions/[id]/submit","C:\ct\ct\src\app\api\erp\procurement\requisitions\[id]\submit\route.ts","POST","S (session only)","G400","erp-procurement-workflow-service","submitPurchaseRequisition","UNKNOWN"
"/api/erp/procurement/requisitions","C:\ct\ct\src\app\api\erp\procurement\requisitions\route.ts","GET,POST","S (session only)","G400","erp-procurement-workflow-service","listPurchaseRequisitions,createPurchaseRequisition","UNKNOWN"
"/api/erp/procurement/rfqs/[id]/quotations","C:\ct\ct\src\app\api\erp\procurement\rfqs\[id]\quotations\route.ts","GET","S (session only)","NONE","erp-procurement-workflow-service","compareQuotationsForRfq","UNKNOWN"
"/api/erp/procurement/rfqs/[id]/send","C:\ct\ct\src\app\api\erp\procurement\rfqs\[id]\send\route.ts","POST","S (session only)","G400","erp-procurement-workflow-service;permission-service","sendRfq","UNKNOWN"
"/api/erp/procurement/rfqs","C:\ct\ct\src\app\api\erp\procurement\rfqs\route.ts","GET,POST","S (session only)","G400","erp-procurement-workflow-service;permission-service","listRfqs,createRfq","UNKNOWN"
"/api/erp/purchase-credit-notes/[id]/submit","C:\ct\ct\src\app\api\erp\purchase-credit-notes\[id]\submit\route.ts","POST","S (session only)","G400","erp-credit-note-service;permission-service","submitPurchaseCreditNote","UNKNOWN"
"/api/erp/purchase-credit-notes","C:\ct\ct\src\app\api\erp\purchase-credit-notes\route.ts","GET,POST","S (session only)","G400","erp-credit-note-service;permission-service","listPurchaseCreditNotes,createPurchaseCreditNote","UNKNOWN"
"/api/erp/purchase-invoices/[id]/submit","C:\ct\ct\src\app\api\erp\purchase-invoices\[id]\submit\route.ts","POST","S (session only)","G400","erp-invoicing-service","submitPurchaseInvoice","UNKNOWN"
"/api/erp/purchase-invoices","C:\ct\ct\src\app\api\erp\purchase-invoices\route.ts","GET,POST","S (session only)","G400","erp-invoicing-service","listPurchaseInvoices,createPurchaseInvoice","UNKNOWN"
"/api/erp/quotations/[id]/negotiation-rounds","C:\ct\ct\src\app\api\erp\quotations\[id]\negotiation-rounds\route.ts","GET,POST","S (session only)","G400","erp-procurement-workflow-service","listNegotiationRounds,addNegotiationRound","UNKNOWN"
"/api/erp/quotations/[id]/scores","C:\ct\ct\src\app\api\erp\quotations\[id]\scores\route.ts","GET,POST","S (session only)","G400","erp-procurement-workflow-service","listQuotationScores,scoreQuotation","UNKNOWN"
"/api/erp/reports/balance-sheet","C:\ct\ct\src\app\api\erp\reports\balance-sheet\route.ts","GET","S (session only)","G400","erp-financial-report-service","balanceSheet","UNKNOWN"
"/api/erp/reports/cash-flow","C:\ct\ct\src\app\api\erp\reports\cash-flow\route.ts","GET","S (session only)","G400","erp-financial-report-service","cashFlowStatement","UNKNOWN"
"/api/erp/reports/gl-account-balance-display","C:\ct\ct\src\app\api\erp\reports\gl-account-balance-display\route.ts","GET","S (session only)","G400","erp-financial-report-service","glAccountBalanceDisplay","UNKNOWN"
"/api/erp/reports/gl-account-group-balances","C:\ct\ct\src\app\api\erp\reports\gl-account-group-balances\route.ts","GET","S (session only)","G400","erp-financial-report-service","glAccountGroupBalancesSummary","UNKNOWN"
"/api/erp/reports/profit-and-loss","C:\ct\ct\src\app\api\erp\reports\profit-and-loss\route.ts","GET","S (session only)","G400","erp-financial-report-service","profitAndLoss","UNKNOWN"
"/api/erp/reports/subledger-gl-reconciliation","C:\ct\ct\src\app\api\erp\reports\subledger-gl-reconciliation\route.ts","GET","S (session only)","G400","erp-financial-report-service","subledgerToGlReconciliation","UNKNOWN"
"/api/erp/reports/trial-balance","C:\ct\ct\src\app\api\erp\reports\trial-balance\route.ts","GET","S (session only)","G400","erp-financial-report-service","trialBalance","UNKNOWN"
"/api/erp/returns/purchase/[id]/approve","C:\ct\ct\src\app\api\erp\returns\purchase\[id]\approve\route.ts","POST","S (session only)","G400","erp-returns-service","approvePurchaseReturn","UNKNOWN"
"/api/erp/returns/purchase/[id]/credit-note","C:\ct\ct\src\app\api\erp\returns\purchase\[id]\credit-note\route.ts","POST","S (session only)","G400","erp-returns-service;permission-service","linkPurchaseReturnCreditNote","UNKNOWN"
"/api/erp/returns/purchase/[id]/dispatch","C:\ct\ct\src\app\api\erp\returns\purchase\[id]\dispatch\route.ts","POST","S (session only)","G400","erp-returns-service","dispatchPurchaseReturn","UNKNOWN"
"/api/erp/returns/purchase/[id]/reject","C:\ct\ct\src\app\api\erp\returns\purchase\[id]\reject\route.ts","POST","S (session only)","G400","erp-returns-service","rejectPurchaseReturn","UNKNOWN"
"/api/erp/returns/purchase","C:\ct\ct\src\app\api\erp\returns\purchase\route.ts","GET,POST","S (session only)","G400","erp-returns-service","listPurchaseReturns,createPurchaseReturn","UNKNOWN"
"/api/erp/returns/sales/[id]/approve","C:\ct\ct\src\app\api\erp\returns\sales\[id]\approve\route.ts","POST","S (session only)","G400","erp-returns-service","approveSalesReturn","UNKNOWN"
"/api/erp/returns/sales/[id]/credit-note","C:\ct\ct\src\app\api\erp\returns\sales\[id]\credit-note\route.ts","POST","S (session only)","G400","erp-returns-service;permission-service","linkSalesReturnCreditNote","UNKNOWN"
"/api/erp/returns/sales/[id]/receive","C:\ct\ct\src\app\api\erp\returns\sales\[id]\receive\route.ts","POST","S (session only)","G400","erp-returns-service","receiveSalesReturn","UNKNOWN"
"/api/erp/returns/sales/[id]/reject","C:\ct\ct\src\app\api\erp\returns\sales\[id]\reject\route.ts","POST","S (session only)","G400","erp-returns-service","rejectSalesReturn","UNKNOWN"
"/api/erp/returns/sales","C:\ct\ct\src\app\api\erp\returns\sales\route.ts","GET,POST","S (session only)","G400","erp-returns-service","listSalesReturns,createSalesReturn","UNKNOWN"
"/api/erp/rfqs/[id]/auctions","C:\ct\ct\src\app\api\erp\rfqs\[id]\auctions\route.ts","GET,POST","S (session only)","G400","erp-procurement-workflow-service","listReverseAuctions,createReverseAuction","UNKNOWN"
"/api/erp/rfqs/[id]/scoring-criteria","C:\ct\ct\src\app\api\erp\rfqs\[id]\scoring-criteria\route.ts","GET,POST","S (session only)","G400","erp-procurement-workflow-service","listScoringCriteria,addScoringCriterion","UNKNOWN"
"/api/erp/sales-credit-notes/[id]/submit","C:\ct\ct\src\app\api\erp\sales-credit-notes\[id]\submit\route.ts","POST","S (session only)","G400","erp-credit-note-service;permission-service","submitSalesCreditNote","UNKNOWN"
"/api/erp/sales-credit-notes","C:\ct\ct\src\app\api\erp\sales-credit-notes\route.ts","GET,POST","S (session only)","G400","erp-credit-note-service;permission-service","listSalesCreditNotes,createSalesCreditNote","UNKNOWN"
"/api/erp/sales-invoices/[id]/e-invoice","C:\ct\ct\src\app\api\erp\sales-invoices\[id]\e-invoice\route.ts","GET,POST","S (session only)","G400","erp-einvoice-service;permission-service","listEInvoiceLogs,generateEInvoicePayload","UNKNOWN"
"/api/erp/sales-invoices/[id]/submit","C:\ct\ct\src\app\api\erp\sales-invoices\[id]\submit\route.ts","POST","S (session only)","G400","erp-invoicing-service;permission-service","submitSalesInvoice","UNKNOWN"
"/api/erp/sales-invoices","C:\ct\ct\src\app\api\erp\sales-invoices\route.ts","GET,POST","S (session only)","G400","erp-invoicing-service;permission-service","listSalesInvoices,createSalesInvoice","UNKNOWN"
"/api/erp/selling/customers/[id]","C:\ct\ct\src\app\api\erp\selling\customers\[id]\route.ts","PATCH","S (session only)","G400","erp-selling-service","updateCustomer","UNKNOWN"
"/api/erp/selling/customers","C:\ct\ct\src\app\api\erp\selling\customers\route.ts","GET,POST","S (session only)","G400","erp-selling-service","listCustomers,createCustomer","UNKNOWN"
"/api/erp/statistical-key-figure-postings","C:\ct\ct\src\app\api\erp\statistical-key-figure-postings\route.ts","POST","S (session only)","G400","erp-costing-service;permission-service","postStatisticalKeyFigureValue","UNKNOWN"
"/api/erp/statistical-key-figure-types","C:\ct\ct\src\app\api\erp\statistical-key-figure-types\route.ts","GET,POST","S (session only)","G400","erp-costing-service;permission-service","listStatisticalKeyFigureTypes,createStatisticalKeyFigureType","UNKNOWN"
"/api/erp/stock/batches","C:\ct\ct\src\app\api\erp\stock\batches\route.ts","GET,POST","S (session only)","G400","erp-uom-batch-service","listBatches,createBatch","UNKNOWN"
"/api/erp/stock/items","C:\ct\ct\src\app\api\erp\stock\items\route.ts","GET,POST","S (session only)","G400","erp-stock-service","listItems,createItem","UNKNOWN"
"/api/erp/stock/serials/[id]/status","C:\ct\ct\src\app\api\erp\stock\serials\[id]\status\route.ts","POST","S (session only)","G400","erp-uom-batch-service","updateSerialStatus","UNKNOWN"
"/api/erp/stock/serials","C:\ct\ct\src\app\api\erp\stock\serials\route.ts","GET,POST","S (session only)","G400","erp-uom-batch-service","listSerials,createSerials","UNKNOWN"
"/api/erp/stock/uom-conversions","C:\ct\ct\src\app\api\erp\stock\uom-conversions\route.ts","GET,POST","S (session only)","G400","erp-uom-batch-service","listUomConversions,createUomConversion","UNKNOWN"
"/api/erp/stock/warehouses","C:\ct\ct\src\app\api\erp\stock\warehouses\route.ts","GET,POST","S (session only)","G400","erp-stock-service","listWarehouses,createWarehouse","UNKNOWN"
"/api/erp/subscription-plans","C:\ct\ct\src\app\api\erp\subscription-plans\route.ts","GET,POST","S (session only)","G400","erp-contract-service","listSubscriptionPlans,createSubscriptionPlan","UNKNOWN"
"/api/erp/subscriptions/[id]","C:\ct\ct\src\app\api\erp\subscriptions\[id]\route.ts","PATCH","S (session only)","G400","erp-contract-service","updateSubscriptionStatus","UNKNOWN"
"/api/erp/subscriptions","C:\ct\ct\src\app\api\erp\subscriptions\route.ts","GET,POST","S (session only)","G400","erp-contract-service","listSubscriptions,createSubscription","UNKNOWN"
"/api/erp/tax-templates","C:\ct\ct\src\app\api\erp\tax-templates\route.ts","GET,POST","S (session only)","G400","erp-invoicing-service","listTaxTemplates,createTaxTemplate","UNKNOWN"
"/api/erp/tax-withholding-categories","C:\ct\ct\src\app\api\erp\tax-withholding-categories\route.ts","GET,POST","S (session only)","G400","erp-accounting-service","listTaxWithholdingCategories,createTaxWithholdingCategory","UNKNOWN"
